/* DESCRIPTION:
Reference:	Voelker, AHL; de Abreu, L (2011): A Review of Abrupt Climate Change Events in the Northeastern Atlantic Ocean (Iberian Margin): Latitudinal, Longitudinal and Vertical Gradients. In: Rashid, H; Polyak, L; Mosley-Thompson, E (eds.), Abrupt Climate Change: Mechanisms, Patterns, and Impacts. Geophysical Monograph Series (AGU, Washington D.C.), 193, 15-37, https://doi.org/10.1029/2010GM001021
Data from:	https://doi.org/10.1594/PANGAEA.737159. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	G. bulloides δ18O [‰ PDB]	G. bulloides δ13C [‰ PDB]
27.46	393.47	0.76	-0.1
27.48	393.65	0.88	-0.15
27.5	393.84	0.64	-0.37
27.52	394.02	0.75	-0.13
27.54	394.21	0.44	-0.28
27.56	394.39	0.69	-0.08
27.58	394.58	0.72	-0.06
27.6	394.76	0.58	0.06
27.62	394.95	0.77	-0.07
27.64	395.13	0.48	-0.22
27.66	395.32	0.48	-0.05
27.68	395.5	0.36	-0.12
27.7	395.82	0.32	-0.26
27.72	396.14	0.43	-0.12
27.76	396.77	0.66	-0.18
27.78	397.09	0.57	-0.35
27.8	397.41	0.32	-0.43
27.82	397.72	0.34	-0.85
27.84	398.04	0.45	-0.37
27.86	398.36	0.56	-0.22
27.88	398.68	0.75	-0.19
27.9	399	0.85	0.03
27.92	399.32	0.78	-0.26
27.94	399.63	0.66	-0.24
27.96	399.95	0.39	-0.42
27.98	400.27	0.39	-0.48
28	400.59	0.59	-0.38
28.02	400.91	0.67	-0.48
28.02	400.91	0.69	-0.29
28.04	401.22	0.58	-0.26
28.04	401.22	0.16	-0.67
28.06	401.54	0.6	-0.29
28.06	401.54	0.54	-0.54
28.08	401.86	0.36	-0.68
28.08	401.86	0.3	-0.49
28.1	402.18	0.47	-0.37
28.12	402.49	0.55	-0.42
28.14	402.81	0.64	-0.4
28.16	403.13	0.45	-0.64
28.18	403.45	0.42	-0.74
28.2	403.77	0.42	-0.42
28.22	404.08	0.55	-0.53
28.24	404.4	0.11	-1.04
28.26	404.72	0.39	-0.49
28.28	405.04	0.34	-0.81
28.3	405.36	0.19	-0.73
28.32	405.67	0.5	-0.42
28.34	405.99	0.58	-0.49
28.36	406.31	0.37	-0.2
28.38	406.63	0.51	-0.7
28.4	406.95	0.54	-0.64
28.42	407.26	0.34	-0.62
28.42	407.26	0.15	-0.9
28.44	407.58	0.51	-0.62
28.44	407.58	0.63	-0.36
28.46	407.9	0.48	-0.37
28.46	407.9	0	-0.62
28.48	408.22	0.59	-0.54
28.5	408.54	0.17	-0.71
28.52	408.85	0.56	-0.52
28.54	409.17	0.74	-0.44
28.56	409.49	0.72	-0.47
28.58	409.81	0.87	-0.17
28.6	410.13	0.39	-0.72
28.62	410.44	0.45	-0.65
28.64	410.76	0.67	-0.52
28.66	411.08	0.79	-0.56
28.68	411.4	0.8	-0.36
28.7	411.72	0.59	-0.44
28.72	412.03	0.38	-0.61
28.76	412.67	0.56	-0.34
28.78	412.99	0.57	-0.6
28.8	413.31	0.48	-0.81
28.82	413.62	0.43	-0.63
28.86	414.26	0.57	-0.65
28.88	414.57	0.58	-0.59
28.9	414.89	0.67	-0.65
28.92	415.21	1.02	-0.89
28.94	415.53	0.67	-0.67
28.96	415.85	0.54	-0.75
28.98	416.16	0.63	-0.58
29	416.48	0.53	-0.54
29.02	416.8	-0.03	
29.04	417.12	0.53	-0.7
29.06	417.43	0.49	-0.71
29.08	417.74	0.89	0.01
29.1	418.05	0.64	-0.73
29.12	418.36	0.45	-0.92
29.14	418.67	0.72	-0.47
29.16	418.98	0.82	-0.5
29.18	419.3	0.84	-0.48
29.2	419.61	0.82	-0.64
29.22	419.92	0.85	-0.72
29.24	420.23	1.05	-0.45
29.26	420.54	1.07	-0.45
29.28	420.85	1.15	-0.24
29.3	421.16	1.25	-0.35
29.32	421.47	0.97	-0.94
29.34	421.79	0.91	-0.66
29.36	422.1	0.79	-0.91
29.38	422.41	1.06	-0.46
29.4	422.72	0.63	-0.75
29.42	423.03	0.91	-0.47
29.44	423.34	0.79	-0.47
29.46	423.65	0.79	-0.7
29.48	423.96	1.3	-0.25
